1490041968020,-360,1490041968019
1490113892029,-360,1490113892029
1490198566495,-360,1490198566494
1490278125513,-360,1490278125513
1490373844352,-360,1490373844351
1490453255979,-360,1490453255979
1490538810634,-360,1490538810634
1490637498331,-360,1490637498329
1490722578299,-360,1490722578298
1490816484782,-360,1490816484782
1490883152945,-360,1490883152945
1490983095178,-360,1490983095177
1491057014501,-360,1491057014501
1491144876517,-360,1491144876516
1491239955589,-360,1491239955588
