1490305404916,-360,'{"status": "ABANDONED_BY_TIMEOUT", "start_timestamp": 1490305400879, "name": "HeadSpace", "trigger_type": "USER", "id": "HEADSPACE", "end_timestamp": 1490305404896}'
1490411976724,-360,'{"status": "ABANDONED_BY_TIMEOUT", "start_timestamp": 1490411971519, "name": "HeadSpace", "trigger_type": "USER", "id": "HEADSPACE", "end_timestamp": 1490411976718}'
1490993823397,-360,'{"status": "MISSED", "start_timestamp": 1490993823355, "name": "HeadSpace", "trigger_type": "SYSTEM", "id": "HEADSPACE", "end_timestamp": 1490993823355}'
