1490044548629,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed for 10 minutes", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay 10 Minutes"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490044668719,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed for 10 minutes", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay 10 Minutes"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490044788829,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed for 10 minutes", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay 10 Minutes"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490060628516,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed for 10 minutes", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay 10 Minutes"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490060748860,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed for 10 minutes", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay 10 Minutes"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490060868999,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed for 10 minutes", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay 10 Minutes"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490061948434,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed for 10 minutes", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay 10 Minutes"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490068800626,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA_15_30_60_120"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490068920753,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA_15_30_60_120"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
1490069040909,-360,'{"notification_option": [{"repeat": 1, "name": "Phone Vibration", "format": "THREE_TONE", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "VIBRATION", "id": "PHONE_VIBRATE_3"}, {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": true, "delay": true, "ok": true}, "priority": 0, "response_action": {"repeat": 1, "name": "Phone Message (EMA)", "response_option": {"cancel": false, "delay": false, "ok": true}, "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 6000000, "message": ["Survey delayed", "Please click \"Start\" when you are ready", "Start", "Cancel"], "type": "MESSAGE", "id": "DELAY"}, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 600000, "message": ["Survey", "Time to take a Survey", "OK", "Cancel", "Delay"], "type": "MESSAGE", "id": "PHONE_MESSAGE_DELAY_EMA_15_30_60_120"}, {"repeat": 1, "name": "Phone Tone", "format": "THREE_TONE_HIGH", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 1500, "type": "TONE", "id": "PHONE_TONE_3"}, {"repeat": 1, "name": "Phone Screen", "priority": 0, "datasource": {"platform": {"type": "PHONE"}, "persistent": true}, "duration": 30000, "type": "SCREEN", "id": "PHONE_SCREEN"}]}'
