1490043939872,-360,1.0
1490045142317,-360,1.0
1490045462948,-360,1.0
1490045593769,-360,1.0
1490045653858,-360,1.0
1490047493555,-360,1.0
1490047629522,-360,1.0
1490047666297,-360,1.0
1490047707018,-360,1.0
1490047771926,-360,1.0
1490048211176,-360,1.0
1490048488051,-360,1.0
1490048529762,-360,1.0
1490048537251,-360,1.0
1490048547093,-360,1.0
1490048622844,-360,1.0
1490049093717,-360,1.0
1490049563339,-360,1.0
1490049574306,-360,1.0
1490049631456,-360,1.0
1490049667075,-360,1.0
1490049764800,-360,1.0
1490050338955,-360,1.0
1490050669069,-360,1.0
1490050712574,-360,1.0
1490056894320,-360,1.0
1490056923979,-360,1.0
1490057124331,-360,1.0
1490057320932,-360,1.0
1490059199250,-360,1.0
1490059743075,-360,1.0
1490059761008,-360,1.0
1490059788900,-360,1.0
1490059901690,-360,1.0
1490059979834,-360,1.0
1490060004679,-360,1.0
1490060084682,-360,1.0
1490060252564,-360,1.0
1490060488126,-360,1.0
1490060719223,-360,1.0
1490060860704,-360,1.0
1490061202137,-360,1.0
1490061484821,-360,1.0
1490062672231,-360,1.0
1490062728584,-360,1.0
1490062849394,-360,1.0
1490063020174,-360,1.0
1490063369743,-360,1.0
1490064009057,-360,1.0
1490064541757,-360,1.0
1490065456645,-360,1.0
1490068113694,-360,1.0
1490068309111,-360,1.0
1490068676716,-360,1.0
1490068791643,-360,1.0
1490068860967,-360,1.0
1490068880156,-360,1.0
1490069039223,-360,1.0
1490069081369,-360,1.0
1490070620093,-360,1.0
1490071108530,-360,1.0
1490074514045,-360,1.0
1490074566619,-360,1.0
1490074585756,-360,1.0
1490074880679,-360,1.0
1490075499541,-360,1.0
1490075596741,-360,1.0
1490075833835,-360,1.0
1490077215434,-360,1.0
1490077584186,-360,1.0
1490077861013,-360,1.0
1490078414894,-360,1.0
1490078453745,-360,1.0
1490078473114,-360,1.0
1490078518778,-360,1.0
1490078614074,-360,1.0
1490078667505,-360,1.0
1490078763055,-360,1.0
1490078783531,-360,1.0
1490078863629,-360,1.0
1490078895071,-360,1.0
1490079013239,-360,1.0
1490114052556,-360,1.0
1490114063885,-360,1.0
1490119513695,-360,1.0
1490122211606,-360,1.0
1490122364586,-360,1.0
1490123344704,-360,1.0
1490124679599,-360,1.0
1490124754855,-360,1.0
1490124802555,-360,1.0
1490124831610,-360,1.0
1490124885638,-360,1.0
1490124993099,-360,1.0
1490125027370,-360,1.0
1490125056835,-360,1.0
1490125149260,-360,1.0
1490125777711,-360,1.0
1490125997538,-360,1.0
1490134579691,-360,1.0
1490134674653,-360,1.0
1490141597935,-360,1.0
1490141645324,-360,1.0
1490146715032,-360,1.0
1490146963538,-360,1.0
1490148125482,-360,1.0
1490148444320,-360,1.0
1490148502094,-360,1.0
1490148541013,-360,1.0
1490148569527,-360,1.0
1490148587711,-360,1.0
1490148616432,-360,1.0
1490148640150,-360,1.0
1490148669060,-360,1.0
1490148691561,-360,1.0
1490148716550,-360,1.0
1490148744203,-360,1.0
1490149479281,-360,1.0
1490150089647,-360,1.0
1490150595806,-360,1.0
1490150653273,-360,1.0
1490150666475,-360,1.0
1490151416569,-360,1.0
1490151862505,-360,1.0
1490152132058,-360,1.0
1490217476948,-360,1.0
1490218905965,-360,1.0
1490219145363,-360,1.0
1490219763266,-360,1.0
1490220275920,-360,1.0
1490220357444,-360,1.0
1490220364232,-360,1.0
1490220446442,-360,1.0
1490220663565,-360,1.0
1490220839837,-360,1.0
1490221207623,-360,1.0
1490221678375,-360,1.0
1490222999518,-360,1.0
1490223109646,-360,1.0
1490223233789,-360,1.0
1490223487179,-360,1.0
1490224344954,-360,1.0
1490224460813,-360,1.0
1490224531916,-360,1.0
1490224763830,-360,1.0
1490224818807,-360,1.0
1490224974470,-360,1.0
1490226202181,-360,1.0
1490226216158,-360,1.0
1490226683928,-360,1.0
1490227098139,-360,1.0
1490227135946,-360,1.0
1490227218934,-360,1.0
1490228722366,-360,1.0
1490228757245,-360,1.0
1490228947442,-360,1.0
1490228990297,-360,1.0
1490229279686,-360,1.0
1490233161880,-360,1.0
1490233314541,-360,1.0
1490233763161,-360,1.0
1490233820793,-360,1.0
1490278260112,-360,1.0
1490278286210,-360,1.0
1490278308698,-360,1.0
1490278466775,-360,1.0
1490279174597,-360,1.0
1490282554267,-360,1.0
1490282622712,-360,1.0
1490283183051,-360,1.0
1490283559670,-360,1.0
1490283571417,-360,1.0
1490283659365,-360,1.0
1490283957984,-360,1.0
1490284382765,-360,1.0
1490284751491,-360,1.0
1490285970610,-360,1.0
1490286095901,-360,1.0
1490287185869,-360,1.0
1490287206836,-360,1.0
1490288414944,-360,1.0
1490288460171,-360,1.0
1490288699174,-360,1.0
1490288754219,-360,1.0
1490288774283,-360,1.0
1490289190324,-360,1.0
1490289223077,-360,1.0
1490289247792,-360,1.0
1490289504973,-360,1.0
1490289781201,-360,1.0
1490291515981,-360,1.0
1490291710247,-360,1.0
1490292001372,-360,1.0
1490293468831,-360,1.0
1490293831054,-360,1.0
1490293939641,-360,1.0
1490295051781,-360,1.0
1490295320381,-360,1.0
1490296181945,-360,1.0
1490296201839,-360,1.0
1490296400691,-360,1.0
1490297362704,-360,1.0
1490297551015,-360,1.0
1490297568767,-360,1.0
1490297799208,-360,1.0
1490297823678,-360,1.0
1490297884340,-360,1.0
1490298024856,-360,1.0
1490299196345,-360,1.0
1490300124897,-360,1.0
1490300721267,-360,1.0
1490301453987,-360,1.0
1490303509501,-360,1.0
1490305737531,-360,1.0
1490306517704,-360,1.0
1490307546944,-360,1.0
1490307606449,-360,1.0
1490307661709,-360,1.0
1490308094825,-360,1.0
